,links
2275,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=115
2276,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=116
2277,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=117
2278,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=118
2279,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=119
2280,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=120
2281,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=121
2282,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=122
2283,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=123
2284,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=124
2285,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=125
2286,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=126
2287,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=127
2288,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=128
2289,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=129
2290,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=130
2291,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=131
2292,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=132
2293,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=133
2294,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=134
2295,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=135
2296,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=136
2297,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=137
2298,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=138
2299,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=139
2300,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=140
2301,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=141
2302,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=142
2303,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=143
2304,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=144
2305,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=145
2306,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=146
2307,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=147
2308,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=148
2309,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=149
2310,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=150
2311,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=151
2312,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=152
2313,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=153
2314,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=154
2315,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=155
2316,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=156
2317,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=157
2318,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=158
2319,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=159
2320,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=160
2321,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=161
2322,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=162
2323,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=163
2324,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=164
2325,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=165
2326,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=166
2327,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=167
2328,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=168
2329,https://safecomputing.umich.edu/in-the-news?field_categories_value%5B0%5D=dissonance&page=169
2330,https://safecomputing.umich.edu/protect-yourself/be-safe-online?nav
2331,https://safecomputing.umich.edu/protect-yourself/be-safe-online/practice-online-hygiene
2332,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#f28097829d8086829a9b819ab2879f9b919adc979687
2333,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#0f7c6a6c7a7d667b764f7a62666c67216a6b7a
2334,https://safecomputing.umich.edu/protect-yourself/be-safe-online/online-shopping
2335,https://safecomputing.umich.edu/protect-yourself/be-safe-online/digital-citizenship
2336,https://safecomputing.umich.edu/tips/turn-two-factor-authentication
2337,https://safecomputing.umich.edu/protect-yourself/manage-your-passwords?nav
2338,https://safecomputing.umich.edu/library?header
2339,https://safecomputing.umich.edu/events/cybersecurity-awareness-month-2022
2340,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#ffb6bed2bc909292d2afacbed2ab9a9e92bf8a92969c97d19a9b8a
2341,https://safecomputing.umich.edu/about?footer
2342,https://safecomputing.umich.edu/media-archive-old?type=Social+Media
2343,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#cb828ae688a4a6a6e69b988ae69faeaaa68bbea6a2a8a3e5aeafbe
2344,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#c1a3a4b8aeafa5efa2aeb2a8a6af81b4aca8a2a9efa4a5b4
2345,https://safecomputing.umich.edu/it-security-professionals/security-unit-liaisons/mitigate-resources
2346,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#afc6ce81c6c1d9cac1dbc0ddd681dfc6c3c0dbefdac2c6ccc781cacbda
2347,https://safecomputing.umich.edu/protect-the-u/protect-your-unit/shared-access-business-documents
2348,https://safecomputing.umich.edu/protect-the-u/protect-your-unit/vulnerability-management/tenable-agent
2349,https://safecomputing.umich.edu/protect-yourself/scams-fraud
2350,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#90c2f5e0ffe2e4c0f8f9e3f8d0e5fdf9f3f8bef5f4e5
2351,https://safecomputing.umich.edu/media-archive-old?topic[]=Phishing&type=All
2352,https://safecomputing.umich.edu/protect-the-u/safely-use-sensitive-data/AI-and-UM-Data
2353,https://safecomputing.umich.edu/dataguide/?q=node/266
2354,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#bcd7d5d1d4cbfcc9d1d5dfd492d9d8c9
2355,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#3d5f4a58544e587d4850545e5513585948
2356,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#430a026e002c2e2e6e1310026e1726222e03362e2a202b6d262736
2357,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#452c2b232a682436363037242b26200530282c262d6b202130
2358,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#c1b3b1a4afa5b2a481b4aca8a2a9efa4a5b4
2359,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#a9dac6c5cbe9dcc4c0cac187cccddc
2360,https://safecomputing.umich.edu/security-alerts/racist-emails-received-u-m-and-other-universities
2361,https://safecomputing.umich.edu/security-alerts/increase-emails-impersonating-u-m-deans-and-other-employees
2362,https://safecomputing.umich.edu/security-alerts/online-extortion-scams-increasing-during-covid-19-pandemic
2363,https://safecomputing.umich.edu/security-alerts/extortion-emails-increasing-u-m
2364,https://safecomputing.umich.edu/security-alerts/extortion-scam-emails-stolen-passwords-not-credible
2365,https://safecomputing.umich.edu/phishing-alerts/note-scams-subject-line-may-include-name-and-password-you-have-used-online-2018-10
2366,https://safecomputing.umich.edu/security-alerts/extortion-scam-emails-stolen-passwords-not-credible-updated
2367,https://safecomputing.umich.edu/security-alerts/got-minute-are-you-available
2368,https://safecomputing.umich.edu/security-alerts/uptick-phishing-email-impersonating-u-m-employees
2369,https://safecomputing.umich.edu/be-aware/phishing-and-suspicious-email/full-headers
2370,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#84d6e1f4ebf6f0d4ecedf7ecc4f1e9ede7ecaae1e0f1
2371,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#b1e3d4c1dec3c5e1d9d8c2d9f1c4dcd8d2d99fd4d5c4
2372,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#a3f1c6d3ccd1d7f3cbcad0cbe3d6cecac0cb8dc6c7d6
2373,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#efbd8a9f809d9bbf87869c87af9a82868c87c18a8b9a
2374,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#d98bbca9b6abad89b1b0aab199acb4b0bab1f7bcbdac
2375,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#124077627d6066427a7b617a52677f7b717a3c777667
2376,https://safecomputing.umich.edu/security-alerts/phishing-emails-targeting-university-financial-information-fraudulent-wire-transfer
2377,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#592a3c3a2c2b302d20192c34303a31773c3d2c
2378,https://safecomputing.umich.edu/security-alerts/scammers-impersonating-u-m-executives
2379,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#93e1f6e3fce1e7e3fbfae0fbd3e6fefaf0fbbdf6f7e6
2380,https://safecomputing.umich.edu/security-alerts/extortion-emails-old-passwords-subject-line
2381,https://safecomputing.umich.edu/phishing-alerts/subjects-vary-—-likely-will-be-old-password-2020-04-23-000000
2382,https://safecomputing.umich.edu/security-alerts/online-extortion-scams-i
2383,https://safecomputing.umich.edu/security-alerts/covid-19-phishing-and-scams-u-m
2384,https://safecomputing.umich.edu/be-aware/scams/tax-fraud
2385,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#217344514e5355714948524961544c4842490f4445541e5254434b4442551c7149485249484f460413115344514e5355
2386,https://safecomputing.umich.edu/security-alerts/update-firefox-multiple-vulnerabilities
2387,https://safecomputing.umich.edu/security-alerts/ia-alert-update-windows-10-and-server-2019-vulnerability
2388,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#c0a9aea6afeda1b3b3b5b2a1aea3a580b5ada9a3a8eea5a4b5
2389,https://safecomputing.umich.edu/security-alerts/update-apache-tomcat-ghostcat-vulnerability
2390,https://safecomputing.umich.edu/security-alerts/update-chrome-fix-three-security-flaws
2391,https://safecomputing.umich.edu/security-alerts/apply-microsoft-update-fix-ie-vulnerability
2392,https://safecomputing.umich.edu/security-alerts/avoid-ie-until-vulnerability-patched
2393,https://safecomputing.umich.edu/security-alerts/update-windows-vulnerability
2394,https://safecomputing.umich.edu/security-alerts/update-firefox-asap-critical-vulnerability
2395,https://safecomputing.umich.edu/security-alerts/you-are-likely-see-privacy-notice-updates-ccpa-takes-effect
2396,https://safecomputing.umich.edu/be-aware/privacy/choose-privacy-on-the-web
2397,https://safecomputing.umich.edu/be-aware/privacy/privacy-u-m
2398,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#daaaa8b3acbbb9a39aafb7b3b9b2f4bfbeaf
2399,https://safecomputing.umich.edu/security-alerts/plan-end-windows-server-2008-support-updated
2400,https://safecomputing.umich.edu/security-alerts/plan-end-windows-7-support-updated
2401,https://safecomputing.umich.edu/security-alerts/some-u-m-student-account-credentials-compromised-through-password-reuse-updated
2402,https://safecomputing.umich.edu/security-alerts/apply-update-microsoft-internet-explorer
2403,https://safecomputing.umich.edu/security-alerts/keep-windows-updated-ia-monitoring-unpatched-windows-flaws
2404,https://safecomputing.umich.edu/security-alerts/update-older-windows-versions-vulnerability-asap
2405,https://safecomputing.umich.edu/security-alerts/update-windows-asap-critical-vulnerabilities
2406,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#5831363e3775392b2b2d2a39363b3d182d35313b30763d3c2d76
2407,https://safecomputing.umich.edu/security-alerts/update-what-do-if-you-are-affected-equifax-data-breach
2408,https://safecomputing.umich.edu/security-alerts/update-firefox-fix-critical-vulnerability
2409,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#46662f2820296b27353533342728252306332b2f252e68232233
2410,https://safecomputing.umich.edu/security-alerts/oracle-java-users-need-switch-supported-version
2411,https://safecomputing.umich.edu/security-alerts/google-plain-text-password-incident-has-minimal-u-m-impact
2412,https://safecomputing.umich.edu/security-alerts/plan-update-asap-critical-vulnerability-oracle-weblogic
2413,https://safecomputing.umich.edu/security-alerts/update-apache-http-server-24-fix-privileged-access-vulnerability
2414,https://safecomputing.umich.edu/security-alerts/update-multiple-apple-products-address-vulnerabilities
2415,https://safecomputing.umich.edu/security-alerts/update-wordpress-plugin-critical-vulnerability
2416,https://safecomputing.umich.edu/security-alerts/update-microsoft-products-critical-vulnerabilities-0
2417,https://safecomputing.umich.edu/security-alerts/update-google-chrome-critical-vulnerability
2418,https://safecomputing.umich.edu/security-alerts/update-shibboleth-sp-software-critical-vulnerability
2419,https://safecomputing.umich.edu/security-alerts/update-adobe-coldfusion-vulnerability
2420,https://safecomputing.umich.edu/security-alerts/update-drupal-vulnerability
2421,https://safecomputing.umich.edu/security-alerts/welcome-smartahd-emails-and-website-are-legitimate
2422,https://safecomputing.umich.edu/security-alerts/apply-adobe-security-updates
2423,https://safecomputing.umich.edu/security-alerts/tax-fraud-attempts-resurfacing
2424,https://safecomputing.umich.edu/phishing-and-suspicious-email/
2425,https://safecomputing.umich.edu/publications/posters-brochures/michigan-medicine-it-cyber-security
2426,https://safecomputing.umich.edu/security-alerts/phishing-scams-targeting-w-2s-tax-fraud
2427,https://safecomputing.umich.edu/tips/look-you-log
2428,https://safecomputing.umich.edu/be-aware/phishing-and-suspicious-email/dont-fall-for-phish/
2429,https://safecomputing.umich.edu/tips/5-tips-avoid-online-tax-fraud
2430,https://safecomputing.umich.edu/security-alerts/facetime-bug
2431,https://safecomputing.umich.edu/security-alerts/bomb-threat-emails-sent-nationwide-including-u-m
2432,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#3152504356585d5d4571445c5852591f545544
2433,https://safecomputing.umich.edu/security-alerts/email-extortion-scams-continuing-variations
2434,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#3a685f4a55484e6a525349527a4f57535952145f5e4f
2435,https://safecomputing.umich.edu/security-alerts/international-robocall-scam-targeting-chinese-visitors-and-immigrants
2436,https://safecomputing.umich.edu/security-alerts/apply-patch-asap-windows-vulnerability
2437,https://safecomputing.umich.edu/security-alerts/plan-patch-windows-vulnerability
2438,https://safecomputing.umich.edu/security-alerts/unpatched-intel-systems-vulnerable-foreshadow-attack
2439,https://safecomputing.umich.edu/security-alerts/apply-updates-computer-chip-vulnerabilities%E2%80%94meltdown-spectre
2440,https://safecomputing.umich.edu/security-alerts/update-oracle-database-critical-vulnerability
2441,https://safecomputing.umich.edu/security-alerts/beware-fraudulent-payroll-notification-emails
2442,https://safecomputing.umich.edu/security-alerts/fraudulent-emails-about-campus-security-emergency
2443,https://safecomputing.umich.edu/security-alerts/google-chrome-verification-begins-may-7
2444,https://safecomputing.umich.edu/security-alerts/drupal-admins-apply-security-core-update-asap
2445,https://safecomputing.umich.edu/security-alerts/drupal-admins-apply-security-update-asap
2446,https://safecomputing.umich.edu/security-alerts/drupal-admins-watch-security-release-next-week
2447,https://safecomputing.umich.edu/security-alerts/memcached-exposed-internet-exploitable-ddos-attacks
2448,https://safecomputing.umich.edu/security-alerts/upgrade-saml-software-includes-shibboleth-address-vulnerability
2449,https://safecomputing.umich.edu/security-alerts/apply-update-protect-against-mac-os-vulnerability
2450,https://safecomputing.umich.edu/security-alerts/uber-breach-reminder-report-it-security-incidents-protect-credentials
2451,https://safecomputing.umich.edu/security-alerts/wifi-vulnerability-requires-updates-and-caution
2452,https://safecomputing.umich.edu/security-alerts/avoid-use-kaspersky-software
2453,https://safecomputing.umich.edu/security-alerts/patch-apache-web-servers-optionsbleed-vulnerability
2454,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#7f16111910521e0c0c0a0d1e111c1a3f0a12161c17511a1b0a
2455,https://safecomputing.umich.edu/security-alerts/update-devices-or-turn-bluetooth-protect-against-blueborne
2456,https://safecomputing.umich.edu/security-alerts/beware-malicious-links-emails-about-orders-or-invoices
2457,https://safecomputing.umich.edu/security-alerts/beware-emails-links-orders-or-invoices
2458,https://safecomputing.umich.edu/security-alerts/new-petya-ransomware-exploits-same-vulnerability-wannacry
2459,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#3d54545c1354535b524f507d4850545e551358594813
2460,https://safecomputing.umich.edu/security-alerts/windows-patch-also-protects-against-adylkuzz-malware-attack
2461,https://safecomputing.umich.edu/security-alerts/update-protect-against-global-ransomware-attack
2462,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#c2afb1abb1aaa7aeb282b7afaba1aaeca7a6b7
2463,https://safecomputing.umich.edu/security-alerts/install-hp-patch-remove-keylogger
2464,https://safecomputing.umich.edu/security-alerts/widespread-phishing-attack-using-fake-google-docs
2465,https://safecomputing.umich.edu/tips/shared-document-emails-can-be-traps
2466,https://safecomputing.umich.edu/security-alerts/update-microsoft-products-critical-vulnerabilities
2467,https://safecomputing.umich.edu/security-alerts/update-vmware-esxi-workstation-and-fusion-critical-vulnerabilities
2468,https://safecomputing.umich.edu/security-alerts/ithenticate-account-creation-notices-are-legitimate
2469,https://safecomputing.umich.edu/security-alerts/critical-apache-struts-vulnerability-being-actively-exploited
2470,https://safecomputing.umich.edu/security-alerts/cloudflare-bug-reminder-practice-good-password-management
2471,https://safecomputing.umich.edu/security-alerts/patch-address-vulnerability-linux-cve-2017-6074
2472,https://safecomputing.umich.edu/security-alerts/watch-hard-spot-gmail-phishing-scam
2473,https://safecomputing.umich.edu/security-alerts/data-stored-lyndacom-exposed
2474,https://safecomputing.umich.edu/security-alerts/update-windows-vulnerabilities-microsoft-graphics-component
2475,https://safecomputing.umich.edu/security-alerts/update-microsoft-edge-address-vulnerabilities
2476,https://safecomputing.umich.edu/security-alerts/update-adobe-flash-player-address-new-vulnerability
2477,https://safecomputing.umich.edu/security-alerts/beware-increased-phishing-and-fake-login-sites
2478,https://safecomputing.umich.edu/security-alerts/dirty-cow-linux-vulnerability-watch-patches-and-apply-asap
2479,https://safecomputing.umich.edu/security-alerts/phishing-scam-mimics-google-sign-page
2480,https://safecomputing.umich.edu/security-alerts/hyatt-legal-plans-fraudscoutcyberscout-messages-are-legitimate
2481,https://safecomputing.umich.edu/security-alerts/dropbox-breach-reminder-change-passwords-use-two-factor
2482,https://safecomputing.umich.edu/security-alerts/limit-internet-access-protect-printers-malicious-printing
2483,https://safecomputing.umich.edu/security-alerts/mitigate-asap-httpoxy-vulnerabilities-affect-cgi-code
2484,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#7f16161e51161119100d123f0a12161c17511a1b0a
2485,https://safecomputing.umich.edu/security-alerts/update-drupal-address-critical-vulnerabilities
2486,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#4b22222a6522252d2439260b3e26222823652e2f3e
2487,https://safecomputing.umich.edu/security-alerts/critical-security-update-adobe-flash-player
2488,https://safecomputing.umich.edu/security-alerts/take-action-mitigate-imagemagick-vulnerabilities
2489,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#5a33333b7433343c3528371a2f37333932743f3e2f
2490,https://safecomputing.umich.edu/security-alerts/update-php-multiple-vulnerabilities
2491,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#bbd2d2da95d2d5ddd4c9d6fbced6d2d8d395dedfce
2492,https://safecomputing.umich.edu/security-alerts/uninstall-quicktime-windows-it-unsupported
2493,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#f79e9e96d99e999198859ab7829a9e949fd9929382
2494,https://safecomputing.umich.edu/security-alerts/apply-sambawindows-patches-badlock-bug
2495,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#5c35353d7235323a332e311c2931353f3472393829
2496,https://safecomputing.umich.edu/security-alerts/badlock-bug-means-patching-needed-april-12-sambawindows-smb
2497,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#a2cbcbc38ccbccc4cdd0cfe2d7cfcbc1ca8cc7c6d7
2498,https://safecomputing.umich.edu/security-alerts/protect-printers-malicious-printing
2499,https://safecomputing.umich.edu/it-security-professionals/unit-resources/network-printing
2500,https://safecomputing.umich.edu/protect-the-u/safely-use-sensitive-data/securely-dispose-of-media#copiers
2501,https://safecomputing.umich.edu/security-alerts/resources-poster-inform-people-about-phishing
2502,https://safecomputing.umich.edu/security-alerts/plan-now-patch-badlock-bug-april-12
2503,https://safecomputing.umich.edu/security-alerts/w-2s-phishing-scheme-targets-hr-payroll-staff
2504,https://safecomputing.umich.edu/security-alerts/apply-patch-and-reconfigure-ssl-avert-drown-attack
2505,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#741d1d155a1d1a121b06193401191d171c5a111001
2506,https://safecomputing.umich.edu/security-alerts/phishing-u-m-continues-increase
2507,https://safecomputing.umich.edu/security-alerts/update-drupal-7-or-8-drupal-6-no-longer-supported
2508,https://safecomputing.umich.edu/security-alerts/update-asap-vulnerability-linux-glibc-library
2509,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#e38a8a82cd8a8d858c918ea3968e8a808bcd868796
2510,https://safecomputing.umich.edu/security-alerts/update-cisco-asa-software-address-vulnerability
2511,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#375e5e56195e595158455a77425a5e545f19525342
2512,https://safecomputing.umich.edu/security-alerts/5-tips-help-you-protect-your-privacy
2513,https://safecomputing.umich.edu/security-alerts/beware-fraudulent-emails-linking-shared-documents
2514,https://safecomputing.umich.edu/security-alerts/update-php-multiple-vulnerabilities-0
2515,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#127b7b733c7b7c747d607f52677f7b717a3c777667
2516,https://safecomputing.umich.edu/security-alerts/microsoft-ending-support-internet-explorer-versions-11
2517,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#e48d8d85ca8d8a828b9689a491898d878cca818091
2518,https://safecomputing.umich.edu/security-alerts/apply-microsoft-windows-dns-office-and-windows-updates-asap
2519,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#2d44444c0344434b425f406d5840444e4503484958
2520,https://safecomputing.umich.edu/security-alerts/apply-critical-joomla-update-immediately
2521,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#1360767066617a676a53667e7a707b3d767766
2522,https://safecomputing.umich.edu/security-alerts/apply-security-update-ie
2523,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#563f3f37783f383039243b16233b3f353e78333223
2524,https://safecomputing.umich.edu/security-alerts/its-blocking-portmap-udp111
2525,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#c7f38f828b9787b2aaaea4afe9a2a3b2
2526,https://safecomputing.umich.edu/security-alerts/message-students-students-4-it-security-tips-you
2527,https://safecomputing.umich.edu/security-alerts/message-faculty-staff-4-it-security-tips-help-you-protect-your-information
2528,https://safecomputing.umich.edu/security-alerts/do-not-use-personal-accounts-sensitive-university-data
2529,https://safecomputing.umich.edu/security-alerts/mirlyn-and-other-phishing-scams-targeting-u-m-community
2530,https://safecomputing.umich.edu/security-alerts/apply-emergency-internet-explorer-update-address-security-vulnerability
2531,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#dbb2b2baf5b2b5bdb4a9b69baeb6b2b8b3f5bebfae
2532,https://safecomputing.umich.edu/security-alerts/more-compromised-u-m-accounts-used-send-spam
2533,https://safecomputing.umich.edu/security-alerts/update-microsoft-office-address-multiple-vulnerabilities
2534,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#7b12121a5512151d1409163b0e16121813551e1f0e
2535,https://safecomputing.umich.edu/security-alerts/update-firefox-vulnerability-could-allow-access-files
2536,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#6f06060e41060109001d022f1a02060c07410a0b1a
2537,https://safecomputing.umich.edu/security-alerts/multiple-wordpress-vulnerabilities
2538,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#81e8e8e0afe8efe7eef3ecc1f4ece8e2e9afe4e5f4
2539,https://safecomputing.umich.edu/security-alerts/critical-vulnerability-affecting-microsoft-windows-operating-systems-ms15-078
2540,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#d7bebeb6f9beb9b1b8a5ba97a2babeb4bff9b2b3a2
2541,https://safecomputing.umich.edu/security-alerts/compromised-u-m-accounts-being-used-send-spam
2542,https://safecomputing.umich.edu/security-alerts/remove-windows-server-2003-machines-u-m-networks
2543,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#c6abb5afb5aea3aab686b3abafa5aee8a3a2b3
2544,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#f0bdb3b9a4a3958286999395b495839bb09d9594de859d999398de959485
2545,https://safecomputing.umich.edu/security-alerts/critical-vulnerability-adobe-shockwave-player
2546,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#5e37373f70373038312c331e2b33373d36703b3a2b
2547,https://safecomputing.umich.edu/security-alerts/critical-security-update-adobe-flash-player-future-adobe-flash-shockwave-notices-web
2548,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#2a43434b0443444c4558476a5f47434942044f4e5f
2549,https://safecomputing.umich.edu/security-alerts/update-openssl-patch-certificate-validation-vulnerability
2550,https://safecomputing.umich.edu/security-alerts/apply-critical-security-update-adobe-flash-player-0
2551,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#016868602f686f676e736c41746c6862692f646574
2552,https://safecomputing.umich.edu/security-alerts/irs-tax-fraud-scams-are-continuing
2553,https://safecomputing.umich.edu/security-alerts/remember-upgrade-windows-server-2003-july-14
2554,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#e78a948e948f828b97a7928a8e848fc9828392
2555,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#e1aca2a8b5b2849397888284a584928aa18c8485cf948c888289cf848594
2556,https://safecomputing.umich.edu/security-alerts/apply-critical-security-update-adobe-flash-player
2557,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#f39a9a92dd9a9d959c819eb3869e9a909bdd969786
2558,https://safecomputing.umich.edu/security-alerts/security-bulletin-email-scams-circulating-u-m-u-m-division-public-safety-security
2559,https://safecomputing.umich.edu/security-alerts/beware-phishing-scams-circulating-u-m
2560,https://safecomputing.umich.edu/phishing_alerts/
2561,https://safecomputing.umich.edu/security-alerts/update-adobe-flash-player-and-air-products-latest-version
2562,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#402929216e292e262f322d00352d2923286e252435
2563,https://safecomputing.umich.edu/security-alerts/remember-upgrade-windows-server-2003-july
2564,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#09647a607a616c6579497c64606a61276c6d7c
2565,https://safecomputing.umich.edu/cdn-cgi/l/email-protection#a1ece2e8f5f2c4d3d7c8c2c4e5c4d2cae1ccc4c58fd4ccc8c2c98fc4c5d4
2566,https://safecomputing.umich.edu/security-alerts/venom-vulnerability-affects-virtual-machine-environments-using-qemu
